md5,doi,url,license,formatted,possible_authorship,possible_citation,print_date,keywords,created,specimens,orcids,countries
a1f9da8debe0139cc84ea64275819b28,10.1016/j.quaint.2017.12.001,https://www.sciencedirect.com/science/article/pii/S1040618217310169,cc-by-nc-nd,"Konidaris, G.E., Athanassiou, A., Tourloukis, V., Thompson, N., Giusti, D., Panagopoulou, E. & Harvati, K. 2018. The skeleton of a straight-tusked elephant (Palaeoloxodon antiquus) and other large mammals from the Middle Pleistocene butchering locality Marathousa 1 (Megalopolis Basin, Greece): preliminary results. Quaternary International, 497, 65–84, doi: 10.1016/j.quaint.2017.12.001.
",false,false,2017-12,palaeontology,2017-12-12,"","",
93c65b4387c5b42ca79b57aca759bd79,10.1656/045.024.0405,https://doi.org/10.1656/045.024.0405,,"McMullin, R.T., Gagnon, J., et al. 2017. One Hundred New Provincial, National, and Continental Lichen and Allied Fungi Records from Parc National de la Gaspésie, Québec, Canada. Northeastern Naturalist, 24, 446–466, doi: 10.1656/045.024.0405.
",true,false,2017-12,botany,2018-09-25,"","",
9a913bef20c0cb0e79c8f565b2565ad4,10.1038/s41598-017-17657-8,https://www.nature.com/articles/s41598-017-17657-8,cc-by,"Wang, X., Rybczynski, N., Harington, C.R., White, S.C. & Tedford, R.H. 2017. A basal ursine bear (Protarctos abstrusus) from the Pliocene High Arctic reveals Eurasian affinities and a diet rich in fermentable sugars. Scientific Reports, 7, doi: 10.1038/s41598-017-17657-8.
",true,true,2017-12,palaeontology,2017-12-24,"CMN 51779-A, CMN 51779-B, CMN 52078, CMN 52078-A, CMN 52078-B, CMN 52078A, CMN 52078B, CMN 53980, CMN 53981, CMN 53982, CMN 53983, CMN 53984, CMN 53985, CMN 53987, CMN 53988, CMN 53989, CMN 53990, CMN 54380, CMNMA 15004, NUFV 303, NUFV 304","",
dbfd05d7667c5002e4f195f344eec1cd,10.3732/apps.1700079,http://www.bioone.org/doi/full/10.3732/apps.1700079,,"Kuzmina, M.L., Braukmann, T.W.A., et al. 2017. Using Herbarium-Derived DNAs to Assemble a Large-Scale DNA Barcode Library for the Vascular Plants of Canada. Applications in Plant Sciences, 5, 1700079, doi: 10.3732/apps.1700079.
",,,2017-12,botany,2017-12-26,"","",
5ed7c463e606b174441ff25226ffe125,10.1038/s41598-017-18116-0,https://www.nature.com/articles/s41598-017-18116-0,cc-by,"Figueirido, B., Pérez-Ramos, A., et al. 2017. Dental caries in the fossil record: a window to the evolution of dietary plasticity in an extinct bear. Scientific Reports, 7, doi: 10.1038/s41598-017-18116-0.
",false,true,2017-12,palaeontology,2017-12-26,"","",
e6597ff66c8cce728d7dcfd4a3821250,10.1016/j.geobios.2017.12.001,https://www.sciencedirect.com/science/article/pii/S0016699517300384,,"Steffen, M.L. & Fulton, T.L. 2018. On the association of giant short-faced bear ( Arctodus simus ) and brown bear ( Ursus arctos ) in late Pleistocene North America. Geobios, 51, 61–74, doi: 10.1016/j.geobios.2017.12.001.
",false,false,2017-12,palaeontology,2018-01-02,"CMN 1583, CMN 2772, CMN 28653, CMN 31187, CMN 38268, CMN 3979, CMN 41056, CMN 5009, CMN 75113, CMN 75573","",
422e16d27ec3e92624bf1edb7a6c1ce9,10.1649/0010-065X-71.4.821,http://www.bioone.org/doi/abs/10.1649/0010-065X-71.4.821,,"Cupello, M. & Génier, F. 2017. Dendropaemon Perty, 1830 Nomenclature Revisited: on The Unavailability of “Onthoecus Lacordaire, 1856″ (Coleoptera: Scarabaeidae: Scarabaeinae: Phanaeini). The Coleopterists Bulletin, 71, 821–824, doi: 10.1649/0010-065x-71.4.821.
",true,,2017-12,zoology,2018-01-09,"","",
61ad7e46dfecb5154281115bcd973d84,10.1017/jpa.2017.62,https://www.cambridge.org/core/journals/journal-of-paleontology/article/new-material-and-systematic-reevaluation-of-medusaceratops-lokii-dinosauria-ceratopsidae-from-the-judith-river-formation-campanian-montana/852C434AB7EC109D5654742EAB15FDEC,,"Chiba, K., Ryan, M.J., Fanti, F., Loewen, M.A. & Evans, D.C. 2017. New material and systematic re-evaluation of Medusaceratops lokii (Dinosauria, Ceratopsidae) from the Judith River Formation (Campanian, Montana). Journal of Paleontology, 92, 272–288, doi: 10.1017/jpa.2017.62.
",false,false,2017-11-28,palaeontology,2017-12-19,"CMN 344, CMN 971","",
5a3b328684a782316ac577b41ea21e4f,10.1007/s00436-017-5680-y,https://link.springer.com/article/10.1007/s00436-017-5680-y,,"García-Vásquez, A., Guzmán-Valdivieso, I., Razo-Mendivil, U. & Rubio-Godoy, M. 2017. Three new species of Gyrodactylus von Nordmann, 1832 described from Goodea atripinnis (Pisces: Goodeidae), an endemic freshwater fish from the central highlands of Mexico. Parasitology Research, 117, 139–150, doi: 10.1007/s00436-017-5680-y.
",false,false,2017-11-17,zoology,2017-11-26,CMNPA 2015-0012,"",Mexico
22f04b3bdac1722d27e4f0d01dd20d84,10.3752/cjai.2017.33,https://cjai.biologicalsurvey.ca/b_33/b_33.pdf,,"2017. Canadian Journal of Arthropod Identification, 33, doi: 10.3752/cjai.2017.33.
",false,false,2017-11-01,zoology,2017-12-16,"","",
f0dee9c91fb186f2e47da8c94c0fcfb8,10.1002/jsfa.8340,http://jjh.cz/upload/28584.pdf,,"Yeash, E.A., Letwin, L., Malek, L., Suntres, Z., Knudsen, K. & Christopher, L.P. 2017. Biological activities of undescribed North American lichen species. Journal of the Science of Food and Agriculture, 97, 4721–4726, doi: 10.1002/jsfa.8340.
",false,true,2017-11,botany,2017-11-26,"","","Canada,Czech Republic,United States of America"
02dc74ae26cb1138fe39242427e5f538,10.1016/j.cretres.2017.10.012,http://www.sciencedirect.com/science/article/pii/S0195667117302616,,"Brum, A.S., Machado, E.B., de Almeida Campos, D. & Kellner, A.W.A. 2018. Description of uncommon pneumatic structures of a noasaurid (Theropoda, Dinosauria) cervical vertebra from the Bauru Group (Upper Cretaceous), Brazil. Cretaceous Research, 85, 193–206, doi: 10.1016/j.cretres.2017.10.012.
",false,false,2017-11,palaeontology,2017-11-26,CMN 50792,"",Brazil
42dfceda3432f0b176cf0240e7788e28,10.2138/am-2017-5926,https://www.degruyter.com/view/j/ammin.2017.102.issue-11/am-2017-5926/am-2017-5926.xml,,"Haring, M.M.M. & McDonald, A.M. 2017. Charleshatchettite, CaNb4O10(OH)2·8H2O, a new mineral from Mont Saint-Hilaire, Québec, Canada: Description, crystal-structure determination, and origin. American Mineralogist, 102, 2333–2340, doi: 10.2138/am-2017-5926.
",false,false,2017-11,mineralogy,2017-11-26,CMNMC 86894,"",Canada
9edbf7bc4a9361ef3cc0a8a71c81a951,10.3732/ajb.1700171,,,"Villaverde, T., González-Moreno, P., Rodríguez-Sánchez, F., & Escudero, M. (2017). Niche shifts after long-distance dispersal events in bipolar sedges (Carex, Cyperaceae). American Journal of Botany, 104(11), 1765–1774. doi:10.3732/ajb.1700171
",false,false,2017-11,botany,2018-05-07,"",0000-0002-9236-8616,
f0a4db7482bd4a64c2e4189339367cda,10.1016/j.jhevol.2017.10.009,https://www.sciencedirect.com/science/article/pii/S0047248417304463,,"Bibi, F., Pante, M., et al. 2018. Paleoecology of the Serengeti during the Oldowan-Acheulean transition at Olduvai Gorge, Tanzania: The mammal and fish evidence. Journal of Human Evolution, 120, 48–75, doi: 10.1016/j.jhevol.2017.10.009.
",true,false,2017-11,zoology,2017-12-03,"","","Germany,United States of America,France,Canada,Sweden,Ethiopia,Finland,Norway,United Kingdom"
bef5bd149ce2eeec01e390c5fa8d6992,10.3749/canmin.A00012,https://pubs.geoscienceworld.org/canmin/article-abstract/55/6/1067/523140,,"The Pinch Medal For 2017 To Peter Tarassoff. 2017. The Canadian Mineralogist, 55, 1067–1069, doi: 10.3749/canmin.a00012.
",,,2017-11,mineralogy,2017-12-19,"","",
567efe385d16fbf819279b0f5df36928,10.5558/tfc2017-029,https://doi.org/10.5558/tfc2017-029,,"Rapai, S.B., McColl, D. & McMullin, R.T. 2017. Examining the role of terrestrial lichen transplants in restoring woodland caribou winter habitat. The Forestry Chronicle, 93, 204–212, doi: 10.5558/tfc2017-029.
",true,false,2017-10,botany,2018-09-25,"","",
b5b40269fa4a765883d4991506f752ec,10.1371/journal.pone.0184703,http://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0184703,,"Forti, L.R., Becker, C.G., et al. 2017. Perspectives on invasive amphibians in Brazil Lötters, S. (ed.). PLOS ONE, 12, e0184703, doi: 10.1371/journal.pone.0184703.
",,,2017-09-22,zoology,2018-05-07,"","",
a0edd85e5d9ea0440c229aa08ee41cd8,10.7717/peerj.2835,https://peerj.com/articles/2835.pdf,cc-by,"Saarela, J.M., Sokoloff, P.C. & Bull, R.D. 2017. Vascular plant biodiversity of the lower Coppermine River valley and vicinity (Nunavut, Canada): an annotated checklist of an Arctic flora. PeerJ, 5, e2835, doi: 10.7717/peerj.2835.
",true,false,2017-01-31,botany,2018-01-25,"CAN 103793, CAN 103794, CAN 108352, CAN 108365, CAN 111005, CAN 11365, CAN 127419, CAN 127423, CAN 12748, CAN 127517, CAN 127536, CAN 127542, CAN 127575, CAN 127633, CAN 127634, CAN 127635, CAN 127661, CAN 127669, CAN 127678, CAN 127695, CAN 127723, CAN 127777, CAN 127815, CAN 127849, CAN 127854, CAN 127855, CAN 127867, CAN 127962, CAN 128044, CAN 128061, CAN 128080, CAN 13381, CAN 13382, CAN 199929, CAN 199937, CAN 199943, CAN 200030, CAN 200060, CAN 200096, CAN 200101, CAN 200207, CAN 200225, CAN 200286, CAN 202944, CAN 202945, CAN 202949, CAN 202950, CAN 202951, CAN 202952, CAN 202973, CAN 203085, CAN 203108, CAN 203806, CAN 204979, CAN 211367, CAN 211368, CAN 21930, CAN 229874, CAN 235418, CAN 235488, CAN 236062, CAN 241966, CAN 241968, CAN 241981, CAN 241984, CAN 241985, CAN 241986, CAN 241994, CAN 241996, CAN 242003, CAN 242008, CAN 242010, CAN 242011, CAN 242021, CAN 253851, CAN 265444, CAN 265449, CAN 265461, CAN 265464, CAN 265479, CAN 265486, CAN 265487, CAN 265489, CAN 265503, CAN 265510, CAN 265517, CAN 265518, CAN 265526, CAN 265527, CAN 265533, CAN 265536, CAN 265539, CAN 265540, CAN 265542, CAN 265556, CAN 265560, CAN 265561, CAN 265577, CAN 265585, CAN 265586, CAN 265596, CAN 265598, CAN 265601, CAN 265603, CAN 265604, CAN 265609, CAN 265611, CAN 265613, CAN 286311, CAN 286314, CAN 286317, CAN 286320, CAN 287133, CAN 287134, CAN 287856, CAN 287908, CAN 303347, CAN 30525, CAN 30955, CAN 349130, CAN 349626, CAN 349630, CAN 349632, CAN 349739, CAN 352277, CAN 353570, CAN 3849, CAN 393649, CAN 393651, CAN 393652, CAN 40050, CAN 40681, CAN 433228, CAN 43376, CAN 434768, CAN 4746, CAN 485074, CAN 502409, CAN 503878, CAN 504545, CAN 51226, CAN 513320, CAN 513847, CAN 514252, CAN 531002, CAN 54391, CAN 561540, CAN 561541, CAN 561543, CAN 565030, CAN 565186, CAN 587999, CAN 588143, CAN 588721, CAN 590221, CAN 590238, CAN 592205, CAN 592207, CAN 592317, CAN 592320, CAN 592321, CAN 592565, CAN 592566, CAN 594920, CAN 59606, CAN 59607, CAN 597638, CAN 597639, CAN 597640, CAN 597641, CAN 597642, CAN 597643, CAN 597644, CAN 597645, CAN 597646, CAN 597647, CAN 597648, CAN 597650, CAN 597651, CAN 597654, CAN 597656, CAN 599605, CAN 599607, CAN 5996606, CAN 599700, CAN 599701, CAN 599702, CAN 599928, CAN 600911, CAN 603847, CAN 63016, CAN 65528, CAN 65749, CAN 71502, CAN 75112, CAN 76208, CAN 76421, CAN 77945, CAN 88524, CAN 91995, CAN 96165, CAN 96166, CAN 96181","",
58833e0209df0110d2f5e4f64e19d370,10.21684/0132-8077-2017-25-2-181-189,https://acarina.utmn.ru/upload/iblock/283/10.pdf,,"Chertoprud, E.S., Makarova, O.L. & Novichkova, A.A. 2017. FIRST DATA ON AQUATIC MITES (ACARI) OF INLAND WATER BODIES OF WEST SPITSBERGEN, SVALBARD. Acarina, 25, 181–189, doi: 10.21684/0132-8077-2017-25-2-181-189.
",false,true,2017,zoology,2018-02-21,"","",
7a4fb9b105caa6ab4bf4c00175398f8b,10.1111/j.1365-294X.2009.04134.x,https://www.tapatalk.com/groups/animalsversesanimals/american-lion-not-a-lion-t2624-s160.html,,"BARNETT, R., SHAPIRO, B., et al. 2009. Phylogeography of lions (Panthera leossp.) reveals three distinct taxa and a late Pleistocene reduction in genetic diversity. Molecular Ecology, 18, 1668–1677, doi: 10.1111/j.1365-294x.2009.04134.x.
",true,false,2009-04,palaeontology,2018-08-07,"CMN 47294, CMN 43789, CMN 35609","",
bbce570da7f60188cbdd62d795bdafa9,,https://biblio.ugent.be/publication/8548633/file/8548643,,,false,false,,other,2018-02-13,"","",Belgium
92328bdc637b56e9ca010f18641d67b1,,http://www.nanfa.org/ac/british-columbia's-lake-lamprey.pdf,,,false,false,,zoology,2018-02-18,"","",Canada
2b12717e5eecef8804bb452c176217b0,,https://www.dinosaur.pref.fukui.jp/archive/memoir/memoir016-029.pdf,,,false,false,,palaeontology,2018-03-03,"","",United States of America
c34891e4b164b612edfecaa778e27199,,http://arctic.journalhosting.ucalgary.ca/arctic/index.php/arctic/article/download/4711/4913,,,false,true,,zoology,2018-03-08,"","",Canada
d20b58665d0a7086591458eb65ec93cd,,http://www.canadianfieldnaturalist.ca/index.php/cfn/article/viewFile/2057/1940,,,true,true,,other,2018-03-14,"","",
be311bf61a81ea30a531d9175640d876,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1692&context=entomologyfacpub,,,false,false,,zoology,2018-03-16,"","","Canada,United States of America"
32cfa494c6e9f0c1dadf5bb1fa4ed569,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1072&context=hexapodherald,,,false,false,,zoology,2018-03-18,"","",United States of America
aea6dcaef0ae9b966b79b731dfaaade5,10.7287/peerj.preprints.26730v1,https://peerj.com/preprints/26730/,cc-by,"Treau De Coeli, L., Gagnon, J.-M. & Archambault, P. 2018. Geometric morphometrics analysis: a complement to the revision of whelk taxonomy in the Arctic, doi: 10.7287/peerj.preprints.26730v1.
",true,true,,zoology,2018-03-25,"","",Canada
53aa40dcc6b98e97fbc2012dbbb055b1,10.7287/peerj.preprints.3415v1,https://peerj.com/preprints/3415.pdf,,"Taylor, M.P. 2017. Xenoposeidon is the earliest known rebbachisaurid sauropod dinosaur, doi: 10.7287/peerj.preprints.3415v1.
",false,false,,palaeontology,2017-11-26,NMC 50844,"",United Kingdom
939a62c096dcdc9b527b15946862a552,,https://pdfs.semanticscholar.org/f311/726ca33356367f1c4f49e248bc2469731c90.pdf,,,false,true,,zoology,2017-11-26,"","",Canada
5726f3a8496462ee2ce15a86c7f201d0,,http://www.kpress.in/assets/uploads/doc/e4644-45-54.15032.pdf,,,false,true,,botany,2018-03-30,"","",
27156bb05c97190ff4a52100f33ee6cb,10.7287/peerj.preprints.26775v1,https://peerj.com/preprints/26775/,cc-by,"Roy, V., Jørgensen, L.L., et al. 2018. Benthos Expert Network: Findings and recommendations from the Circumpolar Biodiversity Monitoring Program’s State of the Arctic Marine Biodiversity Report (SAMBR), doi: 10.7287/peerj.preprints.26775v1.
",true,true,,zoology,2018-04-01,"","","Canada,Norway,Greenland,Russia,Iceland,United States of America,Faroe Islands,Denmark,Poland,Germany"
479be3c115c93701857cccb3f6ca1d0d,10.7287/peerj.preprints.26822v1,https://peerj.com/preprints/26822/,,"Hop, H., Bluhm, B.A., et al. 2018. Sea ice biota: Excerpts from the State of the Arctic Marine Biodiversity Report by the Sea Ice Biota Expert Network/CBMP, doi: 10.7287/peerj.preprints.26822v1.
",true,true,,other,2018-04-08,"","","Norway,Russia,Canada,Greenland,United States of America"
0c98e99ff9c6a152bc94d6dee21e46ff,10.7289/V5/TM-SWFSC-594,https://swfsc.noaa.gov/publications/TM/SWFSC/NOAA-TM-NMFS-SWFSC-594.pdf,,"Chivers, S. J. (20AD). Marine mammal life history. <i>U.S. Department of Commerce, National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southwest Fisheries Science Center.r.</i> https://doi.org/10.7289/v5/tm-swfsc-594",false,false,,zoology,2018-04-15,"","",United States of America
3e86a23d3fd35f1496cdb8f2b9950ba2,,https://sora.unm.edu/sites/default/files/Browning.pdf,,,false,true,,zoology,2018-04-18,"","",
7445262897429a50b7b5ab07e806bddf,,https://portals.iucn.org/library/sites/library/files/documents/2017-054.pdf,,,false,false,,other,2017-11-30,"","","Canada,United Kingdom,United States of America"
34c28c101c15629ad102eae636d3db6c,,http://www.deutsches-museum.de/fileadmin/Content/010_DM/060_Verlag/preprint-12-online.pdf,,,false,false,,other,2017-12-03,"","",Germany
9386a446cbb1436cc9cdb8ec51460ed2,,https://www.ruor.uottawa.ca/bitstream/10393/37609/1/Byrne_Lisa_2018_thesis.pdf,,,false,false,,zoology,2018-05-16,"","",Canada
55fb8bbf7fa7379903c36bc59e4ec044,,http://books.google.ca/books?hl=en&lr=lang_en&id=tMJADwAAQBAJ&oi=fnd&pg=PR9&dq=%22Canadian+Museum+of+Nature%22&ots=iQ84BEHCqg&sig=xaXCLJgrSWZfSNhXGkuU8OPUPDU,,,,,,other,2017-12-05,"","",
f47fe4c2a340bd47a82f19c7f7d610ca,,http://books.google.ca/books?hl=en&lr=lang_en&id=cu9ADwAAQBAJ&oi=fnd&pg=PP1&dq=%22Canadian+Museum+of+Nature%22&ots=F2RYIyN1bj&sig=30XScvsBveOApsRb8pw-VrQTec0,,,,,,zoology,2017-12-05,"","",
5f7afb03e156871b970ff39d943dbeb9,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=2134&context=insectamundi,,,false,false,,zoology,2018-05-20,"","",United States of America
42599dce22b8b15c9c6e8f0316138eea,,https://www.unitedplantsavers.org/images/pdf/17-1681%20Ginseng%20Symposium%20proceedings.pdf#page=87,,,false,false,,botany,2017-12-07,"","",
8db0b1dcc48a9eee71defd5f670d4ccb,,https://uwspace.uwaterloo.ca/bitstream/handle/10012/11921/Howell_Graham.pdf?sequence=7&isAllowed=y,,,false,false,,zoology,2017-12-09,"","",
1b071283a1d4d6a9ab21e8ef95dfec61,,http://search.proquest.com/openview/e518a882d15e2735552adafd2e7b3417/1?pq-origsite=gscholar&cbl=29010,,,,,,other,2017-12-12,"","",
f6af32dd90725c56f1ba64bfba7cf84b,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1161&context=entomologypapers,,,false,false,,zoology,2018-07-04,"","",United States of America
125ed2d9204aa89ad59f7886608a9351,10.7287/peerj.preprints.27021v1,https://peerj.com/preprints/27021.pdf,,"Snively, E., O’Brien, H., et al. 2018. Lower rotational inertia and larger leg muscles indicate more rapid turns in tyrannosaurids than in other large theropods, doi: 10.7287/peerj.preprints.27021v1.
",false,false,,palaeontology,2018-07-10,CMN 8506,"","United States of America,Canada,Germany"
23ed78519ba04e77a770ce632b1212d6,,https://www.sararegistry.gc.ca/default.asp?lang=En&n=9CA194D5-1&offset=3&toc=show,,,false,false,,zoology,2018-07-10,"","",Canada
fd50dcaec9fac784b53ef7a897e5a159,,https://edoc.hu-berlin.de/bitstream/handle/18452/20045/bordonaro.pdf?sequence=1,,,false,false,,other,2018-07-15,"","",Canada
aa05cd81b3a41b76c1900659306cc66f,10.3749/canmin.1800005,https://pubs.geoscienceworld.org/canmin/article-abstract/56/3/265/537244,,"Poulin, R.S., Kontak, D.J., McDonald, A. & McCLenaghan, M.B. 2018. Assessing Scheelite As an Ore-deposit Discriminator Using Its Trace-element and REE Chemistry. The Canadian Mineralogist, 56, 265–302, doi: 10.3749/canmin.1800005.
",false,false,,mineralogy,2018-07-22,"","",Canada
12c6ca0ef3446323adb9569029f7dc59,10.13023/etd.2018.308,https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1050&context=entomology_etds,,"Meierotto, S. (2018). DNA Barcoding as a Tool for Species Discovery and Documentation in the Superfamily Ichneumonoidea. <i>University of Kentucky Libraries</i>. https://doi.org/10.13023/etd.2018.308",false,false,,zoology,2018-08-07,"","",United States of America
5848e7e5f5ef8933f36b3ad894530ae0,,http://centerforsystematicentomology.org/insectamundi/PDF-download.asp?FileName=0646_GenierandCupello_2018.pdf,,,true,false,,zoology,2018-08-12,"","","Canada,Brazil"
1216420d11fdc7800edde581ec8e4eeb,,https://www.jstor.org/stable/pdf/j.ctt16gzgng.41.pdf,,,,,,palaeontology,2018-08-14,"","",
129a3914443c03e7c5395361f10894f7,,https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/42012/Harmon_washington_0250O_18772.pdf?sequence=1&isAllowed=y,,,false,false,,zoology,2018-08-19,"","",United States of America
b901a0c142de6a4553c056806c5763a5,,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/afri/data/imaging/20000006663/20009504.pdf,,,false,false,,mineralogy,2018-08-25,"","",
8c70ab67e73331be501d9d4702153393,10.3119/17-27,http://www.rhodorajournal.org/doi/abs/10.3119/17-27,,"Maloles, J.R., McMullin, R.T., Consiglio, J.A., Chapman, C.J., Riederer, L.L. & Renfrew, D.E. 2018. The Lichens and Allied Fungi of the Credit River Watershed, Ontario, Canada. Rhodora, 120, 229–253, doi: 10.3119/17-27.
",,,,botany,2018-08-29,"","",Canada
d68265522ccf29fd4a248cbe331fa432,,https://download.atlantis-press.com/article/25888983.pdf,,,false,false,,other,2018-09-05,"","",
b9c536f3dcd6bc640273f127225228a4,,https://www.friendsofanimals.org/wp-content/uploads/2018/07/Friends-of-Animals_Comment-Letter_Onaqui-HMA_7.11.2018.pdf,,,,,,zoology,2018-09-05,"","",United States of America
6bd1a6258b5d1e4bfa389703248fd0f0,,https://www.canada.ca/en/conservation-institute/services/preventive-conservation/guidelines-collections/natural-history.html,,,,,,other,2018-09-07,"","",Canada
ca0b41b25088acb9feed8fbffc317d3b,,https://corkscrew.audubon.org/sites/g/files/amh511/f/levin_2018.pdf,,,false,false,,botany,2018-09-15,"","","Canada,United States of America"
c1e75d8459cd8c0458dbf01376ed3eb5,,https://epdf.tips/economics-of-john-rae-routledge-studies-in-the-history-of-economics-20.html,,,,,,other,2018-09-15,"","",
ca4b72718b728359e80d11008963e173,,https://sararegistry.gc.ca/document/doc2203p/ind_e.cfm,,,,,,zoology,2018-09-23,"","",
538ffd5919b50e96d6a7565b8a7b74ce,,http://sweetgum.nybg.org/images3/2678/688/op17p3_31January2018.pdf,,,true,true,,botany,2018-09-25,"","","United States of America,Canada"
49b54793e89b7b5172144c5966cf1ed1,,http://sweetgum.nybg.org/images3/2678/697/op17p4_31January2018.pdf,,,true,false,,botany,2018-09-25,"","",Canada
5c0a7bc2bbdd2de71a1193752e4bd45a,,http://sweetgum.nybg.org/images3/2523/811/op16p9_6November2017.pdf,,,true,false,,botany,2018-09-25,"","",
3368554f324faccc11c2992e51e146ab,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=2166&context=insectamundi,,,false,false,,zoology,2018-10-09,NC 27607,"",United States of America
de5715d1fd12f67cf52606c7de38ba26,10.21248/contrib.entomol.56.1.189-198,https://www.zobodat.at/pdf/Beitraege-zur-Entomologie_56_0189-0198.pdf,,"Prena, J. (2006). A preliminary study of Cylindridia Casey, with descriptions of new species from Middle America (Coleoptera: Curculionidae: Baridinae). <i>Contributions to Entomology = Beiträge Zur Entomologie</i>, Bd. 56 Nr. 1 (2006)-. https://doi.org/10.21248/contrib.entomol.56.1.189-198",false,false,,zoology,2018-10-11,"CMNC 1, CMNC 18","",Germany
455f11be94ffe77ac4b40d9c1f2b32ab,,https://curve.carleton.ca/system/files/etd/3c11d8cf-52ea-40d9-b484-409615aa2e28/etd_pdf/7043998b92e265d947fa238bf274aa15/thompson-amultidisciplinarypalaeoenvironmentalreconstruction.pdf,,,,,,palaeontology,2018-10-16,"","",Canada
a84fbd9f6f6d06b460dd8f4c6b9b1700,,http://www.jeaniron.ca/2017/Eur_Gull.pdf,,,true,true,,zoology,2017-12-26,"CMN 61999, CMN 62001, CMN 84198","",
73b143080cadf478c94ce571da0b0714,,https://ipfs.io/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/National_Film_Board_of_Canada.html,,,,,,other,2017-12-30,"","",
76f5973eb9f47f8594645a92d41f6fd4,10.22069/IJERR.2017.3869,http://ijerr.gau.ac.ir/article_3869_0edc06f8dd6eafef94e147b92c20bccd.pdf,,"Fakhrieh Shirood Mirzaie, Renaud Claud B., and Rasoul Ghorbani. 2017. Biological characteristics of autumn and spring runs of Caspiomyzon wagneri into the Shirood River, Iran. Environmental Resources Research, 5, https://doi.org/10.22069/ijerr.2017.3869.
",true,false,,zoology,2018-01-13,"","",
47346b7ed7f1a66c92485c8ad99affec,,https://cdn.palass.org/publications/palaeontology/volume_39/pdf/vol39_part2_pp241-258.pdf,,,false,false,,palaeontology,2018-01-20,"","",Canada
d583e1717830b3aacb0cbb73848437e8,,http://www.jlimnol.it/index.php/jlimnol/article/download/jlimnol.2018.1636/1375,,,false,false,,botany,2018-02-06,"","","Canada,China,Uganda"
5400e8c6c60874fca11747518fcb090f,,https://ebird.org/canada/news/identifying-northern-red-tailed-hawks/,,,,,,zoology,2018-02-06,"","",Canada
